source,model,functional_gap,raw_payload_path,mean_r2,functional_gap_z
E12_controlled_probe,llama-3.1-8b,8.401266021728516,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E12_icl_sensitivity/llama-3.1-8b/icl_sensitivity_result.json,0.3803224199745325,1.3544655628783322
E12_controlled_probe,mistral-7b-v0.1,5.77239761352539,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E12_icl_sensitivity/mistral-7b-v0.1/icl_sensitivity_result.json,0.2657672483381823,-0.3250009270697587
E12_controlled_probe,olmo-2-7b,4.669700775146484,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E12_icl_sensitivity/olmo-2-7b/icl_sensitivity_result.json,0.0576402411850754,-1.029464635808574
E29B_naturaltext,llama-3.1-8b,3.8441300675675674,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E29b_naturaltext_longcontext_probe/cross_model_summary.json,0.3803224199745325,0.7516198887773569
E29B_naturaltext,mistral-7b-v0.1,3.6468000315656566,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E29b_naturaltext_longcontext_probe/cross_model_summary.json,0.2657672483381823,0.6616391662166251
E29B_naturaltext,olmo-2-7b,-0.9035050675675675,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E29b_naturaltext_longcontext_probe/cross_model_summary.json,0.0576402411850754,-1.413259054993982
E30A_boundary_grid,llama-3.1-8b,5.085957845052083,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E30a_probe_boundary_grid/cross_model_summary.json,0.3803224199745325,1.0126166709960316
E30A_boundary_grid,mistral-7b-v0.1,3.4553358289930554,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E30a_probe_boundary_grid/cross_model_summary.json,0.2657672483381823,0.34865108354810814
E30A_boundary_grid,olmo-2-7b,-0.7440253363715278,/jumbo/lisp/f004ndc/Kernel PE/results/reinforce_exp3/E30a_probe_boundary_grid/cross_model_summary.json,0.0576402411850754,-1.36126775454414
